Innings Player,Innings Runs Scored Num,not_out,Innings Balls Faced,Country,Opposition,Innings Date
UC Hathurusingha,64,0,121,Sri Lanka,India,1993/07/25
HP Tillakaratne,64,0,97,Sri Lanka,Australia,1994/04/14
MS Atapattu,64,0,93,Sri Lanka,India,1998/11/06
A Ranatunga,63,1,63,Sri Lanka,West Indies,1985/02/02
PA de Silva,63,1,70,Sri Lanka,India,1990/12/08
DSBP Kuruppu,63,0,98,Sri Lanka,Pakistan,1989/03/24
PA de Silva,63,0,61,Sri Lanka,Australia,1992/09/04
ST Jayasuriya,63,0,52,Sri Lanka,India,1997/07/26
MS Atapattu,63,0,78,Sri Lanka,South Africa,1998/04/13
DPMD Jayawardene,63,0,80,Sri Lanka,Zimbabwe,1999/12/18
A Ranatunga,62,1,66,Sri Lanka,India,1997/07/26
DSBP Kuruppu,62,0,120,Sri Lanka,New Zealand,1983/06/18
PA de Silva,62,0,83,Sri Lanka,Australia,1992/03/07
RS Mahanama,62,0,70,Sri Lanka,Zimbabwe,1993/02/03
PA de Silva,62,0,79,Sri Lanka,India,1993/07/25
PA de Silva,62,0,52,Sri Lanka,Pakistan,1993/11/02
HP Tillakaratne,62,0,67,Sri Lanka,Australia,1995/12/21
PA de Silva,62,0,79,Sri Lanka,Pakistan,1998/04/07
PA de Silva,62,0,86,Sri Lanka,India,1998/07/01
PA de Silva,62,0,83,Sri Lanka,New Zealand,1998/07/05
DPMD Jayawardene,62,0,62,Sri Lanka,India,1999/08/29
MS Atapattu,62,0,102,Sri Lanka,Pakistan,2000/06/05
MS Atapattu,62,0,92,Sri Lanka,Pakistan,2000/07/05
PA de Silva,61,1,89,Sri Lanka,South Africa,1993/09/04
HP Tillakaratne,61,0,121,Sri Lanka,Pakistan,1990/02/10
ST Jayasuriya,61,0,62,Sri Lanka,India,1999/08/25
RP Arnold,61,0,93,Sri Lanka,Pakistan,1999/10/15
RS Mahanama,60,1,79,Sri Lanka,Pakistan,1992/01/13
RS Madugalle,60,0,87,Sri Lanka,New Zealand,1983/06/13
RL Dias,60,0,60,Sri Lanka,Australia,1985/01/08
AP Gurusinha,60,0,97,Sri Lanka,Pakistan,1986/12/02
AP Gurusinha,60,0,92,Sri Lanka,New Zealand,1988/03/31
LRD Mendis,60,0,65,Sri Lanka,England,1988/09/04
PA de Silva,60,0,62,Sri Lanka,Pakistan,1989/03/24
MAR Samarasekera,60,0,86,Sri Lanka,Pakistan,1989/12/31
A Ranatunga,60,0,52,Sri Lanka,South Africa,1994/12/15
PA de Silva,60,0,81,Sri Lanka,Zimbabwe,1997/04/03
MS Atapattu,60,0,74,Sri Lanka,Bangladesh,1997/07/22
DPMD Jayawardene,60,0,83,Sri Lanka,Pakistan,1999/03/19
RG de Alwis,59,1,56,Sri Lanka,Pakistan,1983/06/09
RP Arnold,59,1,69,Sri Lanka,South Africa,2000/07/06
APB Tennekoon,59,0,96,Sri Lanka,New Zealand,1979/06/09
AP Gurusinha,59,0,84,Sri Lanka,Pakistan,1990/02/15
RS Mahanama,59,0,89,Sri Lanka,Zimbabwe,1992/02/23
RS Mahanama,59,0,101,Sri Lanka,Pakistan,1993/11/02
A Ranatunga,59,0,64,Sri Lanka,Zimbabwe,1993/11/15
A Ranatunga,59,0,71,Sri Lanka,Australia,1994/09/13
RS Mahanama,59,0,124,Sri Lanka,India,1996/04/03
AP Gurusinha,59,0,107,Sri Lanka,West Indies,1996/04/13
A Ranatunga,59,0,77,Sri Lanka,Pakistan,1997/05/27
RP Arnold,59,0,70,Sri Lanka,India,2000/10/20
DPMD Jayawardene,59,0,84,Sri Lanka,South Africa,2000/12/17
RG de Alwis,58,1,51,Sri Lanka,England,1983/06/11
DSBP Kuruppu,58,1,93,Sri Lanka,Bangladesh,1988/11/02
HP Tillakaratne,58,1,103,Sri Lanka,Australia,1996/01/12
RS Mahanama,58,1,101,Sri Lanka,India,1996/03/13
A Ranatunga,58,1,79,Sri Lanka,Zimbabwe,1998/01/22
LRD Mendis,58,0,65,Sri Lanka,Pakistan,1987/10/25
RS Mahanama,58,0,83,Sri Lanka,New Zealand,1988/01/12
A Ranatunga,58,0,27,Sri Lanka,India,1990/12/05
ST Jayasuriya,58,0,70,Sri Lanka,Pakistan,1993/10/30
A Ranatunga,58,0,54,Sri Lanka,West Indies,1995/10/11
RS Kaluwitharana,58,0,45,Sri Lanka,Australia,1996/09/07
MS Atapattu,58,0,100,Sri Lanka,Pakistan,1996/11/12
A Ranatunga,58,0,60,Sri Lanka,Pakistan,1997/05/12
A Ranatunga,58,0,91,Sri Lanka,South Africa,1998/08/14
RS Kaluwitharana,58,0,61,Sri Lanka,England,1999/01/11
MS Atapattu,58,0,88,Sri Lanka,Zimbabwe,2000/10/25
RL Dias,57,1,95,Sri Lanka,Pakistan,1984/04/06
RL Dias,57,0,71,Sri Lanka,Pakistan,1982/03/12
A Ranatunga,57,0,55,Sri Lanka,Pakistan,1986/04/06
AP Gurusinha,57,0,104,Sri Lanka,Pakistan,1995/09/29
ST Jayasuriya,57,0,82,Sri Lanka,West Indies,1995/10/20
PA de Silva,57,0,49,Sri Lanka,Pakistan,1997/05/27
SKL de Silva,57,0,66,Sri Lanka,South Africa,1997/11/06
ST Jayasuriya,57,0,71,Sri Lanka,Pakistan,1998/04/07
ST Jayasuriya,57,0,62,Sri Lanka,New Zealand,1998/06/21
RS Kaluwitharana,57,0,66,Sri Lanka,England,1999/05/14
MS Atapattu,57,0,82,Sri Lanka,Pakistan,2000/02/16
S Wettimuny,56,0,92,Sri Lanka,Australia,1983/04/16
LRD Mendis,56,0,64,Sri Lanka,England,1983/06/11
LRD Mendis,56,0,48,Sri Lanka,West Indies,1985/01/10
ST Jayasuriya,56,0,74,Sri Lanka,Zimbabwe,1997/04/03
PA de Silva,56,0,74,Sri Lanka,India,1999/05/26
RP Arnold,56,0,53,Sri Lanka,Zimbabwe,1999/12/11
A Ranatunga,55,1,39,Sri Lanka,Australia,1983/04/16
PA de Silva,55,0,102,Sri Lanka,New Zealand,1988/01/12
RS Mahanama,55,0,92,Sri Lanka,Pakistan,1988/10/27
A Ranatunga,55,0,70,Sri Lanka,Australia,1989/12/26
PA de Silva,55,0,45,Sri Lanka,New Zealand,1994/12/08
PA de Silva,55,0,47,Sri Lanka,Kenya,1996/09/28
ST Jayasuriya,55,0,40,Sri Lanka,Pakistan,1997/05/27
PA de Silva,55,0,68,Sri Lanka,Zimbabwe,1998/11/07
RS Mahanama,55,0,82,Sri Lanka,Australia,1999/01/24
PA de Silva,55,0,78,Sri Lanka,India,1999/03/30
LPC Silva,55,0,85,Sri Lanka,Australia,1999/08/26
MS Atapattu,55,0,86,Sri Lanka,India,1999/08/29
RS Kaluwitharana,55,0,69,Sri Lanka,South Africa,2000/12/15
AP Gurusinha,54,0,64,Sri Lanka,India,1987/01/13
ST Jayasuriya,54,0,92,Sri Lanka,Pakistan,1994/08/06
PA de Silva,54,0,78,Sri Lanka,New Zealand,1995/03/26
RS Mahanama,54,0,67,Sri Lanka,Pakistan,1997/05/12
RS Kaluwitharana,54,0,52,Sri Lanka,Pakistan,1998/04/07
RS Kaluwitharana,54,0,64,Sri Lanka,New Zealand,1998/07/05
RS Kaluwitharana,54,0,82,Sri Lanka,Australia,1999/01/21
RS Kaluwitharana,54,0,87,Sri Lanka,England,1999/02/03
MS Atapattu,54,0,90,Sri Lanka,Zimbabwe,1999/05/22
ST Jayasuriya,54,0,44,Sri Lanka,Zimbabwe,1999/12/11
RS Kaluwitharana,54,0,68,Sri Lanka,Zimbabwe,1999/12/11
ST Jayasuriya,54,0,73,Sri Lanka,Pakistan,2000/02/13
ST Jayasuriya,54,0,81,Sri Lanka,Pakistan,2000/07/09
SRD Wettimuny,53,1,102,Sri Lanka,Australia,1975/06/11
A Ranatunga,53,0,105,Sri Lanka,India,1990/12/28
AP Gurusinha,53,0,101,Sri Lanka,Australia,1992/08/15
AP Gurusinha,53,0,91,Sri Lanka,New Zealand,1994/12/08
RS Kaluwitharana,53,0,65,Sri Lanka,India,1996/08/28
ST Jayasuriya,53,0,66,Sri Lanka,New Zealand,1996/11/11
MS Atapattu,53,0,72,Sri Lanka,Pakistan,1997/05/24
A Ranatunga,53,0,78,Sri Lanka,West Indies,1997/06/06
RS Mahanama,53,0,58,Sri Lanka,India,1997/08/17
TM Dilshan,53,0,73,Sri Lanka,Zimbabwe,1999/12/19
A Ranatunga,52,1,93,Sri Lanka,West Indies,1987/10/13
UC Hathurusingha,52,1,92,Sri Lanka,Australia,1992/09/04
MS Atapattu,52,1,120,Sri Lanka,Zimbabwe,1997/04/03
PA de Silva,52,1,49,Sri Lanka,India,1997/08/20
PA de Silva,52,1,52,Sri Lanka,England,1999/02/03
RP Arnold,52,1,62,Sri Lanka,India,2000/10/29
MH Tissera,52,0,72,Sri Lanka,Australia,1975/06/11
LRD Mendis,52,0,46,Sri Lanka,Pakistan,1982/03/29
PA de Silva,52,0,97,Sri Lanka,Australia,1985/02/03
PA de Silva,52,0,67,Sri Lanka,Pakistan,1986/04/06
AP Gurusinha,52,0,34,Sri Lanka,India,1987/01/17
RS Mahanama,52,0,89,Sri Lanka,Pakistan,1994/08/24
ST Jayasuriya,52,0,31,Sri Lanka,New Zealand,1994/12/18
A Ranatunga,52,0,46,Sri Lanka,Pakistan,1996/10/04
RS Mahanama,52,0,71,Sri Lanka,Zimbabwe,1998/01/24
DA Gunawardene,52,0,55,Sri Lanka,India,1998/11/06
MS Atapattu,52,0,67,Sri Lanka,Kenya,1999/05/30
HDPK Dharmasena,51,1,55,Sri Lanka,West Indies,1997/06/06
AN Ranasinghe,51,0,41,Sri Lanka,England,1982/02/13
SAR Silva,51,0,86,Sri Lanka,Australia,1985/02/03
PA de Silva,51,0,108,Sri Lanka,India,1987/01/13
RS Mahanama,51,0,84,Sri Lanka,New Zealand,1988/01/09
PA de Silva,51,0,56,Sri Lanka,New Zealand,1988/01/09
RS Mahanama,51,0,124,Sri Lanka,India,1988/03/25
UC Hathurusingha,51,0,85,Sri Lanka,South Africa,1993/08/22
PA de Silva,51,0,75,Sri Lanka,West Indies,1993/12/16
RS Kalpage,51,0,104,Sri Lanka,India,1994/02/18
S Ranatunga,51,0,79,Sri Lanka,Zimbabwe,1994/11/03
ST Jayasuriya,51,0,72,Sri Lanka,Bangladesh,1995/04/06
ST Jayasuriya,51,0,72,Sri Lanka,Pakistan,1995/10/01
RS Mahanama,51,0,71,Sri Lanka,Australia,1996/01/09
HDPK Dharmasena,51,0,50,Sri Lanka,Pakistan,1996/04/02
HDPK Dharmasena,51,0,80,Sri Lanka,Pakistan,1996/10/04
A Ranatunga,51,0,51,Sri Lanka,Bangladesh,1997/07/22
RS Mahanama,51,0,69,Sri Lanka,Zimbabwe,1998/11/07
MS Atapattu,51,0,90,Sri Lanka,England,1999/01/11
ST Jayasuriya,51,0,36,Sri Lanka,England,1999/01/23
RP Arnold,51,0,53,Sri Lanka,South Africa,2000/07/14
A Ranatunga,50,1,60,Sri Lanka,New Zealand,1984/03/31
PA de Silva,50,1,54,Sri Lanka,New Zealand,1984/11/03
RS Madugalle,50,1,39,Sri Lanka,India,1985/09/21
RS Mahanama,50,1,78,Sri Lanka,India,1994/09/05
HP Tillakaratne,50,1,86,Sri Lanka,England,1999/01/11
ST Jayasuriya,50,1,49,Sri Lanka,Australia,1999/01/31
RL Dias,50,0,88,Sri Lanka,India,1979/06/16
S Wettimuny,50,0,127,Sri Lanka,Pakistan,1983/06/16
JR Ratnayeke,50,0,101,Sri Lanka,West Indies,1985/02/27
A Ranatunga,50,0,66,Sri Lanka,Pakistan,1987/10/25
RS Mahanama,50,0,77,Sri Lanka,Australia,1988/01/10
A Ranatunga,50,0,59,Sri Lanka,New Zealand,1991/02/06
A Ranatunga,50,0,52,Sri Lanka,India,1993/08/12
ST Jayasuriya,50,0,63,Sri Lanka,Pakistan,1994/08/07
PA de Silva,50,0,35,Sri Lanka,West Indies,1995/10/20
RS Kaluwitharana,50,0,54,Sri Lanka,West Indies,1996/01/14
RS Mahanama,50,0,82,Sri Lanka,West Indies,1996/01/14
RS Mahanama,50,0,78,Sri Lanka,Australia,1996/08/30
RS Mahanama,50,0,61,Sri Lanka,India,1997/08/24
SKL de Silva,50,0,58,Sri Lanka,India,1997/08/24
ST Jayasuriya,50,0,62,Sri Lanka,Zimbabwe,1998/01/24
UDU Chandana,50,0,68,Sri Lanka,England,1999/01/19
A Ranatunga,50,0,61,Sri Lanka,Kenya,1999/05/30
A Ranatunga,49,1,32,Sri Lanka,India,1988/10/29
PA de Silva,49,1,76,Sri Lanka,India,1996/08/28
RL Dias,49,0,59,Sri Lanka,Pakistan,1982/03/31
A Ranatunga,49,0,57,Sri Lanka,India,1991/01/04
AP Gurusinha,49,0,90,Sri Lanka,Australia,1992/09/05
RS Mahanama,49,0,95,Sri Lanka,South Africa,1993/08/22
DP Samaraweera,49,0,65,Sri Lanka,India,1994/02/20
ST Jayasuriya,49,0,63,Sri Lanka,New Zealand,1995/04/01
DPMD Jayawardene,49,0,55,Sri Lanka,Pakistan,2000/07/09
DA Gunawardene,49,0,47,Sri Lanka,South Africa,2000/07/14
APB Tennekoon,48,0,71,Sri Lanka,Australia,1975/06/11
RL Dias,48,0,64,Sri Lanka,Australia,1985/01/19
PA de Silva,48,0,38,Sri Lanka,Pakistan,1988/10/27
PA de Silva,48,0,58,Sri Lanka,Pakistan,1989/03/23
HP Tillakaratne,48,0,78,Sri Lanka,India,1995/04/09
RS Mahanama,48,0,74,Sri Lanka,Pakistan,1995/04/11
AP Gurusinha,48,0,83,Sri Lanka,West Indies,1996/01/03
RS Kaluwitharana,48,0,76,Sri Lanka,New Zealand,1998/10/26
ST Jayasuriya,48,0,53,Sri Lanka,India,2000/10/20
A Ranatunga,47,1,37,Sri Lanka,Australia,1996/03/17
RL Dias,47,0,73,Sri Lanka,Pakistan,1983/06/16
DSBP Kuruppu,47,0,71,Sri Lanka,New Zealand,1988/01/16
AP Gurusinha,47,0,59,Sri Lanka,New Zealand,1994/12/18
PA de Silva,47,0,54,Sri Lanka,Pakistan,1995/10/01
AP Gurusinha,47,0,82,Sri Lanka,Australia,1996/01/18
PA de Silva,47,0,74,Sri Lanka,New Zealand,1996/11/07
ST Jayasuriya,47,0,58,Sri Lanka,Zimbabwe,1998/01/22
RP Arnold,47,0,57,Sri Lanka,Australia,1999/08/31
DA Gunawardene,47,0,64,Sri Lanka,South Africa,2000/07/06
DA Gunawardene,47,0,50,Sri Lanka,Pakistan,2000/07/09
PA de Silva,46,1,37,Sri Lanka,Australia,1985/01/19
A Ranatunga,46,1,63,Sri Lanka,India,1996/03/02
RS Mahanama,46,1,63,Sri Lanka,South Africa,1998/04/13
S Wettimuny,46,0,80,Sri Lanka,England,1982/02/13
RS Madugalle,46,0,41,Sri Lanka,Pakistan,1982/03/31
LRD Mendis,46,0,74,Sri Lanka,Pakistan,1985/11/03
DSBP Kuruppu,46,0,70,Sri Lanka,New Zealand,1988/03/29
UC Hathurusingha,46,0,77,Sri Lanka,Australia,1992/09/05
PA de Silva,46,0,38,Sri Lanka,Zimbabwe,1993/02/03
ST Jayasuriya,46,0,35,Sri Lanka,New Zealand,1995/03/26
PA de Silva,46,0,60,Sri Lanka,West Indies,1995/12/15
ST Jayasuriya,46,0,33,Sri Lanka,West Indies,1996/04/13
RS Mahanama,46,0,79,Sri Lanka,India,1997/12/28
A Ranatunga,46,0,43,Sri Lanka,India,1999/03/22
UDU Chandana,46,0,57,Sri Lanka,Pakistan,2000/06/05
A Ranatunga,45,1,86,Sri Lanka,Pakistan,1990/12/20
A Ranatunga,45,1,46,Sri Lanka,Australia,1992/08/15
RS Mahanama,45,1,73,Sri Lanka,Pakistan,1995/10/17
A Ranatunga,45,1,61,Sri Lanka,Australia,1999/01/21
LRD Mendis,45,0,53,Sri Lanka,West Indies,1985/01/26
UC Hathurusingha,45,0,43,Sri Lanka,West Indies,1995/10/16
AP Gurusinha,45,0,77,Sri Lanka,Australia,1996/01/12
PA de Silva,45,0,61,Sri Lanka,Australia,1996/01/16
AP Gurusinha,45,0,63,Sri Lanka,England,1996/03/09
ST Jayasuriya,45,0,30,Sri Lanka,South Africa,1996/10/01
MS Atapattu,45,0,80,Sri Lanka,Zimbabwe,1998/01/24
DPMD Jayawardene,45,0,33,Sri Lanka,Kenya,1999/05/30
AP Gurusinha,44,1,91,Sri Lanka,Bangladesh,1986/04/02
RS Kalpage,44,1,52,Sri Lanka,Pakistan,1994/08/07
RS Kaluwitharana,44,1,72,Sri Lanka,West Indies,1999/10/17
MS Atapattu,44,1,62,Sri Lanka,South Africa,2000/07/11
LRD Mendis,44,0,47,Sri Lanka,Pakistan,1982/03/31
RG de Alwis,44,0,42,Sri Lanka,Australia,1988/01/02
RS Madugalle,44,0,61,Sri Lanka,Australia,1988/01/14
AP Gurusinha,44,0,76,Sri Lanka,India,1990/12/05
HP Tillakaratne,44,0,52,Sri Lanka,Pakistan,1992/01/15
ST Jayasuriya,44,0,27,Sri Lanka,Kenya,1996/03/06
ST Jayasuriya,44,0,28,Sri Lanka,Australia,1996/08/30
RS Kaluwitharana,44,0,36,Sri Lanka,New Zealand,1997/05/20
ST Jayasuriya,44,0,28,Sri Lanka,West Indies,1997/06/06
RS Mahanama,44,0,49,Sri Lanka,India,1998/07/07
HP Tillakaratne,44,0,65,Sri Lanka,India,1999/03/22
PA de Silva,43,1,30,Sri Lanka,New Zealand,1992/12/12
RS Kalpage,43,1,53,Sri Lanka,New Zealand,1994/12/18
S Wettimuny,43,0,60,Sri Lanka,India,1982/09/12
LRD Mendis,43,0,70,Sri Lanka,New Zealand,1983/06/13
RL Dias,43,0,54,Sri Lanka,Pakistan,1985/10/23
AP Gurusinha,43,0,79,Sri Lanka,Australia,1988/01/10
PA de Silva,43,0,36,Sri Lanka,Australia,1988/01/10
RS Mahanama,43,0,71,Sri Lanka,New Zealand,1988/03/31
MAR Samarasekera,43,0,36,Sri Lanka,Pakistan,1992/01/15
PA de Silva,43,0,56,Sri Lanka,Pakistan,1992/03/15
UC Hathurusingha,43,0,80,Sri Lanka,England,1993/03/10
AP Gurusinha,43,0,65,Sri Lanka,India,1993/08/14
AP Gurusinha,43,0,62,Sri Lanka,Pakistan,1994/12/04
DK Liyanage,43,0,63,Sri Lanka,West Indies,1997/06/06
A Ranatunga,43,0,53,Sri Lanka,Zimbabwe,1998/01/24
A Ranatunga,43,0,66,Sri Lanka,India,1998/11/06
DPMD Jayawardene,43,0,64,Sri Lanka,Pakistan,2000/02/19
KC Sangakkara,43,0,49,Sri Lanka,South Africa,2000/07/14
RP Arnold,42,1,50,Sri Lanka,Zimbabwe,1999/12/18
A Ranatunga,42,0,53,Sri Lanka,England,1982/02/14
PA de Silva,42,0,32,Sri Lanka,Pakistan,1987/10/08
A Ranatunga,42,0,53,Sri Lanka,New Zealand,1988/01/09
A Ranatunga,42,0,49,Sri Lanka,Pakistan,1990/02/15
UC Hathurusingha,42,0,72,Sri Lanka,Pakistan,1993/02/04
A Ranatunga,42,0,53,Sri Lanka,Pakistan,1995/10/03
HP Tillakaratne,42,0,66,Sri Lanka,India,1996/04/03
RS Mahanama,42,0,70,Sri Lanka,Zimbabwe,1997/04/08
PA de Silva,42,0,46,Sri Lanka,New Zealand,1998/06/21
HP Tillakaratne,42,0,60,Sri Lanka,Australia,1999/02/07
A Ranatunga,42,0,57,Sri Lanka,India,1999/05/26
MS Atapattu,42,0,56,Sri Lanka,India,2000/06/01
SHU Karnain,41,1,60,Sri Lanka,West Indies,1985/01/17
A Ranatunga,41,1,46,Sri Lanka,Bangladesh,1986/04/02
RS Kalpage,41,1,65,Sri Lanka,West Indies,1993/11/25
MS Atapattu,41,1,57,Sri Lanka,Bangladesh,2000/05/29
SK Ranasinghe,41,0,49,Sri Lanka,Pakistan,1986/03/02
A Ranatunga,41,0,30,Sri Lanka,India,1987/01/13
JR Ratnayeke,41,0,41,Sri Lanka,New Zealand,1988/01/05
DSBP Kuruppu,41,0,61,Sri Lanka,Pakistan,1990/04/29
RS Mahanama,41,0,59,Sri Lanka,South Africa,1993/09/04
A Ranatunga,41,0,48,Sri Lanka,India,1994/09/05
A Ranatunga,41,0,43,Sri Lanka,Australia,1996/01/20
HP Tillakaratne,41,0,77,Sri Lanka,New Zealand,1996/11/07
MS Atapattu,41,0,57,Sri Lanka,New Zealand,1997/05/20
RS Mahanama,41,0,69,Sri Lanka,New Zealand,1997/05/20
A Ranatunga,41,0,51,Sri Lanka,England,1999/01/23
RP Arnold,41,0,62,Sri Lanka,Australia,1999/08/26
RP Arnold,41,0,44,Sri Lanka,Pakistan,2000/06/07
RP Arnold,41,0,35,Sri Lanka,West Indies,2000/10/04
KC Sangakkara,40,1,64,Sri Lanka,India,2000/10/20
A Ranatunga,40,0,67,Sri Lanka,England,1987/10/17
PA de Silva,40,0,54,Sri Lanka,Pakistan,1989/12/31
MAR Samarasekera,40,0,41,Sri Lanka,West Indies,1992/03/13
RS Mahanama,40,0,57,Sri Lanka,Zimbabwe,1994/11/06
MS Atapattu,40,0,60,Sri Lanka,South Africa,1998/08/14
ST Jayasuriya,40,0,58,Sri Lanka,England,1999/01/29
RS Mahanama,39,1,88,Sri Lanka,Pakistan,1994/09/11
HP Tillakaratne,39,1,62,Sri Lanka,Pakistan,1994/09/11
HP Tillakaratne,39,1,52,Sri Lanka,New Zealand,1995/03/29
A Ranatunga,39,1,40,Sri Lanka,Australia,1996/09/07
RS Mahanama,39,1,42,Sri Lanka,Bangladesh,1997/07/22
HP Tillakaratne,39,1,37,Sri Lanka,Pakistan,1999/03/19
RP Arnold,39,1,56,Sri Lanka,South Africa,2000/12/17
RL Dias,39,0,49,Sri Lanka,India,1982/09/12
A Ranatunga,39,0,39,Sri Lanka,Pakistan,1985/10/25
A Ranatunga,39,0,44,Sri Lanka,India,1986/11/27
A Ranatunga,39,0,62,Sri Lanka,Australia,1990/01/04
PA de Silva,39,0,29,Sri Lanka,Australia,1990/02/18
HP Tillakaratne,39,0,46,Sri Lanka,India,1990/12/01
HP Tillakaratne,39,0,70,Sri Lanka,Bangladesh,1990/12/31
AP Gurusinha,39,0,54,Sri Lanka,India,1991/01/04
PA de Silva,39,0,50,Sri Lanka,Australia,1992/09/05
A Ranatunga,39,0,31,Sri Lanka,Zimbabwe,1993/02/03
RS Kalpage,39,0,57,Sri Lanka,India,1994/09/17
A Ranatunga,39,0,50,Sri Lanka,New Zealand,1995/04/01
RS Mahanama,39,0,66,Sri Lanka,Zimbabwe,1998/01/22
MS Atapattu,39,0,51,Sri Lanka,India,1998/07/07
HDPK Dharmasena,39,0,52,Sri Lanka,Zimbabwe,1998/11/10
DA Gunawardene,39,0,47,Sri Lanka,India,1999/03/22
ST Jayasuriya,39,0,50,Sri Lanka,Kenya,1999/05/30
RP Arnold,39,0,61,Sri Lanka,Zimbabwe,1999/12/19
ST Jayasuriya,39,0,41,Sri Lanka,Pakistan,2000/10/08
MAR Samarasekera,38,1,63,Sri Lanka,Bangladesh,1988/11/02
DSBP Kuruppu,38,0,55,Sri Lanka,New Zealand,1984/03/03
RS Madugalle,38,0,76,Sri Lanka,India,1984/04/08
DSBP Kuruppu,38,0,66,Sri Lanka,England,1988/09/04
HP Tillakaratne,38,0,72,Sri Lanka,Australia,1990/01/04
A Ranatunga,38,0,53,Sri Lanka,Pakistan,1990/04/29
AP Gurusinha,38,0,71,Sri Lanka,Bangladesh,1990/12/31
MAR Samarasekera,38,0,59,Sri Lanka,Pakistan,1992/03/15
UC Hathurusingha,38,0,91,Sri Lanka,India,1993/08/12
AP Gurusinha,38,0,58,Sri Lanka,Australia,1995/12/21
MS Atapattu,38,0,69,Sri Lanka,India,1997/05/17
HP Tillakaratne,38,0,48,Sri Lanka,Pakistan,1997/05/27
MS Atapattu,38,0,43,Sri Lanka,India,1997/08/20
UDU Chandana,38,0,59,Sri Lanka,Australia,1999/01/24
UDU Chandana,38,0,25,Sri Lanka,India,1999/03/22
RP Arnold,38,0,68,Sri Lanka,Pakistan,2000/10/08
DPMD Jayawardene,38,0,57,Sri Lanka,India,2000/10/20
DS de Silva,37,1,29,Sri Lanka,New Zealand,1983/03/19
LRD Mendis,37,1,45,Sri Lanka,West Indies,1987/10/13
HP Tillakaratne,37,1,34,Sri Lanka,Pakistan,1992/01/10
HP Tillakaratne,37,1,116,Sri Lanka,West Indies,1996/01/05
SKL de Silva,37,1,49,Sri Lanka,India,1997/07/18
S Wettimuny,37,0,79,Sri Lanka,Australia,1983/04/13
RS Madugalle,37,0,23,Sri Lanka,Australia,1983/04/16
AP Gurusinha,37,0,39,Sri Lanka,Pakistan,1987/10/08
AP Gurusinha,37,0,101,Sri Lanka,Australia,1988/01/19
A Ranatunga,37,0,62,Sri Lanka,England,1988/09/04
AP Gurusinha,37,0,49,Sri Lanka,Pakistan,1989/12/31
DSBP Kuruppu,37,0,58,Sri Lanka,Pakistan,1990/02/17
AP Gurusinha,37,0,56,Sri Lanka,Pakistan,1992/01/10
AP Gurusinha,37,0,54,Sri Lanka,Pakistan,1992/03/15
AP Gurusinha,37,0,45,Sri Lanka,New Zealand,1992/12/12
ST Jayasuriya,37,0,24,Sri Lanka,Zimbabwe,1994/11/05
HP Tillakaratne,37,0,41,Sri Lanka,Bangladesh,1995/04/06
RS Mahanama,37,0,54,Sri Lanka,Pakistan,1996/11/08
RS Kalpage,37,0,47,Sri Lanka,Zimbabwe,1998/01/26
RP Arnold,37,0,63,Sri Lanka,Zimbabwe,1999/12/15
RS Madugalle,36,1,27,Sri Lanka,Pakistan,1982/03/29
RS Madugalle,36,1,58,Sri Lanka,West Indies,1985/02/27
HP Tillakaratne,36,1,52,Sri Lanka,South Africa,1994/12/21
RP Arnold,36,1,29,Sri Lanka,Pakistan,2000/02/16
KC Sangakkara,36,1,47,Sri Lanka,Pakistan,2000/07/09
ERNS Fernando,36,0,72,Sri Lanka,New Zealand,1983/03/20
SAR Silva,36,0,75,Sri Lanka,India,1985/08/25
ALF de Mel,36,0,34,Sri Lanka,Pakistan,1985/10/13
AP Gurusinha,36,0,108,Sri Lanka,West Indies,1987/10/13
LRD Mendis,36,0,36,Sri Lanka,India,1988/11/04
RS Mahanama,36,0,67,Sri Lanka,Australia,1989/12/26
HP Tillakaratne,36,0,46,Sri Lanka,Pakistan,1992/01/19
A Ranatunga,36,0,51,Sri Lanka,England,1992/03/09
UC Hathurusingha,36,0,82,Sri Lanka,Pakistan,1993/02/02
AP Gurusinha,36,0,59,Sri Lanka,Pakistan,1993/02/04
A Ranatunga,36,0,41,Sri Lanka,England,1993/03/10
PA de Silva,36,0,69,Sri Lanka,Bangladesh,1995/04/06
PA de Silva,36,0,74,Sri Lanka,New Zealand,1997/03/27
HP Tillakaratne,36,0,75,Sri Lanka,Zimbabwe,1997/04/08
ST Jayasuriya,36,0,38,Sri Lanka,South Africa,1998/08/14
DPMD Jayawardene,36,0,40,Sri Lanka,Australia,1999/01/31
RS Mahanama,36,0,71,Sri Lanka,South Africa,1999/05/19
RS Kaluwitharana,36,0,41,Sri Lanka,West Indies,1999/10/13
MS Atapattu,36,0,57,Sri Lanka,South Africa,2000/12/17
HP Tillakaratne,35,1,38,Sri Lanka,Australia,1992/09/05
AP Gurusinha,35,1,54,Sri Lanka,England,1993/03/20
PA de Silva,35,1,33,Sri Lanka,Pakistan,1995/10/17
AN Ranasinghe,35,0,27,Sri Lanka,India,1982/09/12
Y Goonasekera,35,0,26,Sri Lanka,New Zealand,1983/03/20
DS de Silva,35,0,51,Sri Lanka,Pakistan,1983/06/09
LRD Mendis,35,0,34,Sri Lanka,Australia,1985/01/19
LRD Mendis,35,0,46,Sri Lanka,India,1986/11/27
AP Gurusinha,35,0,58,Sri Lanka,India,1986/12/24
