Innings Player,Innings Runs Scored Num,not_out,Innings Balls Faced,Country,Opposition,Innings Date
GA Hick,39,0,65,England,South Africa,1996/01/19
NV Knight,39,0,48,England,New Zealand,1997/02/26
N Hussain,39,0,61,England,Sri Lanka,1998/08/16
AJ Stewart,39,0,33,England,Sri Lanka,1999/01/23
VJ Wells,39,0,63,England,Australia,1999/02/05
GP Thorpe,39,0,71,England,Pakistan,2000/10/30
AJ Lamb,38,1,57,England,Pakistan,1983/06/18
MW Gatting,38,1,49,England,Pakistan,1984/03/26
ARC Fraser,38,1,46,England,Australia,1991/01/10
MW Alleyne,38,1,47,England,Australia,1999/02/05
KWR Fletcher,38,0,48,England,Sri Lanka,1982/02/14
DI Gower,38,0,55,England,India,1985/01/20
W Larkins,38,0,61,England,Australia,1990/12/09
RA Smith,38,0,65,England,New Zealand,1991/02/13
RA Smith,38,0,72,England,New Zealand,1992/03/15
GA Gooch,38,0,54,England,Zimbabwe,1994/12/15
C White,38,0,47,England,New Zealand,1997/02/26
MH Denness,37,1,31,England,India,1975/06/07
MW Gatting,37,1,46,England,Pakistan,1982/07/17
MH Denness,37,0,52,England,New Zealand,1975/06/11
GRJ Roope,37,0,73,England,Pakistan,1978/01/13
P Willey,37,0,54,England,Australia,1979/12/08
IT Botham,37,0,40,England,West Indies,1980/01/22
P Willey,37,0,33,England,Australia,1981/06/06
GA Gooch,37,0,67,England,Australia,1981/06/08
AJ Lamb,37,0,76,England,New Zealand,1983/02/26
TA Lloyd,37,0,83,England,West Indies,1984/06/04
G Fowler,37,0,59,England,India,1985/01/23
RT Robinson,37,0,73,England,Australia,1985/03/24
MW Gatting,37,0,47,England,Australia,1988/02/04
MW Gatting,37,0,76,England,Australia,1989/05/27
RA Smith,37,0,60,England,Australia,1990/12/09
GA Gooch,37,0,44,England,Australia,1991/01/01
GA Gooch,37,0,76,England,Australia,1991/01/10
NH Fairbrother,37,0,39,England,India,1993/03/04
AD Brown,37,0,52,England,India,1996/05/23
GA Hick,37,0,42,England,Sri Lanka,1999/01/11
MA Ealham,36,1,46,England,Zimbabwe,2000/02/16
DI Gower,36,0,42,England,West Indies,1984/06/02
GA Gooch,36,0,72,England,West Indies,1986/02/18
AJ Lamb,36,0,71,England,West Indies,1987/02/03
BC Broad,36,0,78,England,Pakistan,1987/10/12
RT Robinson,36,0,48,England,New Zealand,1988/03/16
DI Gower,36,0,33,England,Australia,1989/05/25
GA Hick,36,0,44,England,Sri Lanka,1993/03/20
GP Thorpe,36,0,63,England,Australia,1993/05/21
NH Fairbrother,36,0,46,England,New Zealand,1996/02/14
MA Ealham,36,0,47,England,Pakistan,1999/04/12
GP Thorpe,36,0,57,England,India,1999/05/29
NV Knight,36,0,68,England,South Africa,2000/01/26
ME Trescothick,36,0,48,England,Pakistan,2000/10/30
AJ Lamb,35,1,50,England,India,1982/06/02
DI Gower,35,1,60,England,New Zealand,1983/02/05
DL Amiss,35,0,52,England,Australia,1977/06/04
CM Old,35,0,59,England,Australia,1977/06/04
DW Randall,35,0,41,England,Pakistan,1977/12/23
GRJ Roope,35,0,71,England,Pakistan,1978/05/26
G Boycott,35,0,66,England,West Indies,1980/01/20
IJ Gould,35,0,40,England,Sri Lanka,1983/06/11
DI Gower,35,0,56,England,New Zealand,1984/02/25
AJ Lamb,35,0,39,England,Australia,1987/02/11
GA Gooch,35,0,57,England,Australia,1987/11/08
RT Robinson,35,0,51,England,Australia,1988/02/04
BC Broad,35,0,55,England,West Indies,1988/05/19
AJ Lamb,35,0,59,England,Australia,1989/05/25
RA Smith,35,0,40,England,Australia,1989/05/25
GA Gooch,35,0,43,England,Pakistan,1989/10/30
AJ Lamb,35,0,43,England,Australia,1990/12/16
RA Smith,35,0,43,England,New Zealand,1991/02/16
NH Fairbrother,35,0,58,England,Australia,1995/01/10
MA Atherton,35,0,56,England,South Africa,1996/01/09
DA Reeve,35,0,34,England,Sri Lanka,1996/03/09
BC Hollioake,35,0,43,England,West Indies,1998/04/04
DR Pringle,34,1,45,England,Pakistan,1982/07/19
KWR Fletcher,34,0,64,England,Australia,1972/08/28
DL Amiss,34,0,64,England,New Zealand,1973/07/20
D Lloyd,34,0,63,England,India,1974/07/13
FC Hayes,34,0,80,England,New Zealand,1975/06/11
DL Amiss,34,0,55,England,West Indies,1976/08/26
B Wood,34,0,49,England,West Indies,1976/08/30
D Lloyd,34,0,61,England,Pakistan,1978/05/26
IT Botham,34,0,13,England,New Zealand,1978/07/17
P Willey,34,0,51,England,West Indies,1979/12/23
W Larkins,34,0,42,England,West Indies,1980/01/20
DW Randall,34,0,67,England,New Zealand,1983/01/15
G Fowler,34,0,72,England,West Indies,1984/06/04
MW Gatting,34,0,54,England,Australia,1985/02/17
WN Slack,34,0,54,England,West Indies,1986/03/04
CWJ Athey,34,0,60,England,Australia,1987/01/01
JE Emburey,34,0,53,England,West Indies,1987/01/30
RT Robinson,34,0,45,England,India,1987/04/02
BC Broad,34,0,114,England,West Indies,1988/05/23
W Larkins,34,0,62,England,West Indies,1990/03/07
W Larkins,34,0,73,England,West Indies,1990/04/03
MA Atherton,34,0,63,England,New Zealand,1991/02/16
AJ Stewart,34,0,52,England,Pakistan,1992/08/20
NH Fairbrother,34,0,55,England,Sri Lanka,1993/03/10
C White,34,0,38,England,South Africa,1996/01/13
AJ Stewart,34,0,71,England,New Zealand,1996/02/14
NV Knight,34,0,49,England,South Africa,1998/05/23
N Hussain,34,0,37,England,Zimbabwe,2000/07/18
AJ Lamb,33,1,19,England,India,1985/01/27
AJ Lamb,33,1,37,England,West Indies,1987/01/24
DA Reeve,33,1,33,England,India,1993/01/21
N Hussain,33,1,39,England,South Africa,1998/05/24
B Wood,33,0,90,England,New Zealand,1975/03/08
DI Gower,33,0,41,England,Pakistan,1978/05/24
G Boycott,33,0,86,England,Australia,1979/02/04
GA Gooch,33,0,90,England,Pakistan,1979/06/16
DI Gower,33,0,50,England,Pakistan,1982/07/19
G Fowler,33,0,59,England,India,1983/06/22
AJ Lamb,33,0,45,England,New Zealand,1986/07/16
BC Broad,33,0,95,England,West Indies,1987/01/30
CWJ Athey,33,0,61,England,Pakistan,1987/05/21
PAJ DeFreitas,33,0,22,England,Pakistan,1987/05/25
RT Robinson,33,0,62,England,Pakistan,1987/10/12
BC Broad,33,0,57,England,New Zealand,1988/03/09
MW Gatting,33,0,40,England,New Zealand,1988/03/12
W Larkins,33,0,51,England,West Indies,1990/03/03
GA Gooch,33,0,57,England,West Indies,1990/03/07
AJ Stewart,33,0,25,England,New Zealand,1990/05/23
MA Atherton,33,0,73,England,New Zealand,1990/12/01
AJ Lamb,33,0,36,England,New Zealand,1991/02/13
CC Lewis,33,0,22,England,South Africa,1992/03/12
AJ Stewart,33,0,54,England,South Africa,1992/03/22
NH Fairbrother,33,0,30,England,Pakistan,1992/08/22
AJ Stewart,33,0,68,England,India,1993/03/04
MV Fleming,33,0,26,England,West Indies,1997/12/19
AJ Stewart,33,0,61,England,West Indies,1998/04/04
MA Ealham,33,0,37,England,Australia,1999/02/05
VJ Wells,33,0,39,England,Australia,1999/02/10
N Hussain,33,0,63,England,India,1999/05/29
GP Thorpe,33,0,49,England,Zimbabwe,2000/07/18
AJ Lamb,32,1,29,England,India,1987/11/05
MH Denness,32,0,49,England,Pakistan,1974/08/31
GA Gooch,32,0,69,England,West Indies,1976/08/26
DW Randall,32,0,77,England,Pakistan,1978/01/13
GA Gooch,32,0,28,England,West Indies,1979/06/23
CWJ Athey,32,0,40,England,Australia,1980/08/20
MW Gatting,32,0,55,England,Australia,1981/06/08
G Cook,32,0,81,England,Sri Lanka,1982/02/14
CJ Tavare,32,0,58,England,New Zealand,1983/02/23
CJ Tavare,32,0,61,England,Sri Lanka,1983/06/11
CJ Tavare,32,0,51,England,India,1983/06/22
AJ Lamb,32,0,31,England,Pakistan,1987/01/05
NH Fairbrother,32,0,40,England,Australia,1987/04/09
GA Gooch,32,0,95,England,West Indies,1988/05/21
GA Hick,32,0,85,England,West Indies,1994/03/02
AJ Stewart,32,0,70,England,South Africa,1994/08/25
MR Ramprakash,32,0,36,England,West Indies,1995/05/24
MR Ramprakash,32,0,44,England,South Africa,1996/01/14
GA Hick,32,0,45,England,India,1996/05/26
C White,32,0,89,England,New Zealand,1997/03/02
GA Hick,32,0,42,England,India,1997/12/11
AJ Hollioake,32,0,28,England,South Africa,1998/05/21
NV Knight,32,0,49,England,South Africa,1998/10/25
RDB Croft,32,0,38,England,Sri Lanka,1999/01/29
AJ Stewart,32,0,36,England,Australia,1999/02/13
GA Hick,32,0,49,England,India,1999/04/09
A Flintoff,32,0,40,England,India,1999/04/09
MA Ealham,32,0,54,England,Zimbabwe,2000/02/18
MA Ealham,32,0,56,England,Zimbabwe,2000/07/08
GR Dilley,31,1,14,England,New Zealand,1983/06/09
MW Gatting,31,1,54,England,Australia,1985/05/30
MP Bicknell,31,1,24,England,Australia,1990/12/09
DA Reeve,31,1,48,England,New Zealand,1992/02/12
DG Cork,31,1,35,England,New Zealand,1997/02/26
JP Crawley,31,1,52,England,Sri Lanka,1999/01/19
AW Greig,31,0,43,England,Australia,1972/08/26
MJ Smith,31,0,71,England,West Indies,1973/09/05
KWR Fletcher,31,0,48,England,Australia,1975/01/01
IT Botham,31,0,24,England,Pakistan,1978/05/24
JM Brearley,31,0,79,England,New Zealand,1978/07/15
IT Botham,31,0,41,England,Australia,1979/02/04
DW Randall,31,0,49,England,New Zealand,1983/01/29
DI Gower,31,0,48,England,Pakistan,1983/06/18
DI Gower,31,0,33,England,Pakistan,1984/03/26
VJ Marks,31,0,39,England,India,1984/12/05
MW Gatting,31,0,29,England,India,1985/01/27
DI Gower,31,0,39,England,Pakistan,1987/01/07
GA Gooch,31,0,53,England,India,1987/04/02
AJ Stewart,31,0,58,England,Pakistan,1989/10/22
JE Morris,31,0,50,England,New Zealand,1990/12/07
AJ Lamb,31,0,41,England,Pakistan,1992/03/25
GA Hick,31,0,42,England,Sri Lanka,1993/03/10
RA Smith,31,0,48,England,Sri Lanka,1993/03/20
GP Thorpe,31,0,38,England,Australia,1993/05/19
GA Hick,31,0,36,England,West Indies,1994/02/26
MR Ramprakash,31,0,25,England,West Indies,1994/03/05
AJ Stewart,31,0,44,England,South Africa,1996/01/17
NMK Smith,31,0,33,England,Netherlands,1996/02/22
AJ Hollioake,31,0,49,England,West Indies,1998/04/04
NV Knight,31,0,36,England,Sri Lanka,1999/01/19
N Hussain,31,0,59,England,Australia,1999/02/05
JE Emburey,30,1,19,England,Sri Lanka,1987/10/17
AJ Lamb,30,1,23,England,West Indies,1988/05/23
DR Pringle,30,1,17,England,New Zealand,1990/05/23
AJ Stewart,30,1,44,England,New Zealand,1990/12/15
RA Smith,30,1,58,England,Australia,1992/03/05
RDB Croft,30,1,37,England,Zimbabwe,1997/01/03
JM Brearley,30,0,56,England,Pakistan,1977/12/23
IT Botham,30,0,22,England,West Indies,1980/05/28
G Cook,30,0,75,England,India,1982/01/27
TE Jesty,30,0,51,England,Australia,1983/01/26
DW Randall,30,0,44,England,New Zealand,1983/02/19
AJ Lamb,30,0,29,England,India,1985/01/23
AJ Lamb,30,0,78,England,West Indies,1986/02/18
GA Gooch,30,0,52,England,India,1986/05/24
MW Gatting,30,0,25,England,Australia,1987/01/18
AJ Lamb,30,0,38,England,Pakistan,1987/10/12
PR Downton,30,0,47,England,West Indies,1988/05/21
MW Gatting,30,0,39,England,India,1993/01/18
MA Atherton,30,0,48,England,Pakistan,1996/09/01
AJ Stewart,30,0,27,England,New Zealand,1997/02/23
ARC Fraser,30,0,17,England,West Indies,1998/04/08
NV Knight,30,0,57,England,Australia,1999/01/10
AJ Stewart,29,1,43,England,New Zealand,1990/12/07
MR Ramprakash,29,1,43,England,West Indies,1995/05/28
CC Lewis,29,1,21,England,India,1996/05/23
MA Ealham,29,1,39,England,South Africa,2000/02/04
JM Brearley,29,0,70,England,Australia,1977/06/02
GRJ Roope,29,0,27,England,Pakistan,1977/12/23
GA Gooch,29,0,35,England,Australia,1979/12/26
MW Gatting,29,0,50,England,West Indies,1981/02/26
IT Botham,29,0,40,England,Australia,1983/01/16
GR Dilley,29,0,16,England,Sri Lanka,1983/06/11
AJ Lamb,29,0,58,England,India,1983/06/22
DI Gower,29,0,57,England,West Indies,1984/06/04
IT Botham,29,0,36,England,Australia,1985/06/01
IT Botham,29,0,46,England,West Indies,1986/03/31
DI Gower,29,0,30,England,West Indies,1987/01/24
CWJ Athey,29,0,72,England,Australia,1987/02/01
W Larkins,29,0,48,England,West Indies,1989/10/27
GA Hick,29,0,44,England,West Indies,1991/05/25
AJ Stewart,29,0,96,England,Zimbabwe,1992/03/18
GA Gooch,29,0,66,England,Pakistan,1992/03/25
RA Smith,29,0,50,England,India,1993/02/26
AJ Stewart,29,0,38,England,Zimbabwe,1994/12/15
GP Thorpe,29,0,33,England,India,1996/05/26
AJ Stewart,29,0,49,England,Zimbabwe,1997/01/03
GA Hick,29,0,39,England,West Indies,1998/03/29
MR Ramprakash,29,0,51,England,West Indies,1998/04/01
N Hussain,29,0,51,England,Sri Lanka,1999/01/19
NH Fairbrother,29,0,62,England,India,1999/05/29
ME Trescothick,29,0,37,England,Zimbabwe,2000/07/13
GB Stevenson,28,1,18,England,Australia,1980/01/14
MA Ealham,28,1,49,England,West Indies,1997/12/13
JA Jameson,28,0,85,England,West Indies,1973/09/07
DW Randall,28,0,69,England,Australia,1979/12/08
G Cook,28,0,52,England,Sri Lanka,1982/02/13
VJ Marks,28,0,40,England,New Zealand,1984/02/18
AJ Lamb,28,0,36,England,India,1984/12/27
DR Pringle,28,0,66,England,India,1986/05/24
DR Pringle,28,0,42,England,New Zealand,1986/07/16
AJ Lamb,28,0,27,England,New Zealand,1986/07/18
BC Broad,28,0,60,England,Sri Lanka,1987/10/17
GA Gooch,28,0,100,England,West Indies,1988/05/23
DI Gower,28,0,59,England,Australia,1989/05/27
DJ Capel,28,0,48,England,West Indies,1990/03/03
RC Russell,28,0,40,England,West Indies,1990/03/07
AJ Stewart,28,0,57,England,New Zealand,1990/05/25
IT Botham,28,0,43,England,New Zealand,1992/02/12
NH Fairbrother,28,0,50,England,South Africa,1992/03/22
GP Thorpe,28,0,49,England,West Indies,1995/05/28
NH Fairbrother,28,0,40,England,South Africa,1996/01/09
GA Hick,28,0,54,England,West Indies,1997/12/13
MV Fleming,28,0,17,England,West Indies,1998/04/01
JK Lever,27,1,85,England,Australia,1977/06/04
DI Gower,27,1,24,England,Sri Lanka,1983/06/20
PR Downton,27,1,37,England,India,1984/12/05
PAJ DeFreitas,27,1,26,England,New Zealand,1990/12/15
NMK Smith,27,1,31,England,U.A.E.,1996/02/18
C White,27,1,33,England,Zimbabwe,2000/02/20
CM Old,27,0,41,England,New Zealand,1975/03/08
MH Denness,27,0,60,England,Australia,1975/06/18
JM Brearley,27,0,58,England,New Zealand,1978/07/17
DI Gower,27,0,40,England,Pakistan,1979/06/16
JM Brearley,27,0,39,England,Australia,1979/12/08
DI Gower,27,0,31,England,West Indies,1980/01/22
IT Botham,27,0,57,England,West Indies,1981/02/26
CJ Tavare,27,0,53,England,India,1982/06/04
AJ Lamb,27,0,41,England,Pakistan,1982/07/19
VJ Marks,27,0,26,England,New Zealand,1983/02/23
PR Downton,27,0,64,England,Australia,1985/02/17
DI Gower,27,0,33,England,Pakistan,1985/03/02
MW Gatting,27,0,58,England,India,1986/05/24
IT Botham,27,0,30,England,Australia,1987/01/22
MR Ramprakash,27,0,68,England,South Africa,1996/01/13
AJ Stewart,27,0,48,England,South Africa,1998/05/21
N Hussain,27,0,47,England,South Africa,1998/05/21
AJ Stewart,27,0,32,England,South Africa,1998/08/18
NV Knight,27,0,29,England,Australia,1999/01/15
AJ Stewart,27,0,18,England,Australia,1999/02/10
RW Taylor,26,1,67,England,Pakistan,1974/09/03
D Gough,26,1,26,England,Sri Lanka,1996/03/09
AJ Stewart,26,1,45,England,South Africa,1998/05/24
RDB Croft,26,1,46,England,Australia,1999/01/10
CMW Read,26,1,23,England,South Africa,2000/01/26
B Wood,26,0,90,England,Pakistan,1978/05/24
KWR Fletcher,26,0,69,England,India,1981/11/25
G Miller,26,0,33,England,Pakistan,1982/07/19
G Fowler,26,0,48,England,Australia,1985/02/17
G Fowler,26,0,40,England,India,1985/02/26
G Fowler,26,0,33,England,Australia,1985/03/24
RT Robinson,26,0,48,England,Australia,1985/06/01
P Willey,26,0,40,England,West Indies,1986/02/18
AJ Lamb,26,0,57,England,Pakistan,1987/05/23
JE Emburey,26,0,25,England,Australia,1988/02/04
DI Gower,26,0,29,England,Australia,1991/01/10
MA Atherton,26,0,61,England,New Zealand,1991/02/13
GP Thorpe,26,0,41,England,South Africa,1994/08/25
MA Atherton,26,0,64,England,Zimbabwe,1995/01/07
GP Thorpe,26,0,28,England,West Indies,1995/05/26
GP Thorpe,26,0,31,England,India,1996/05/23
NV Knight,26,0,34,England,Pakistan,1996/08/29
AJ Stewart,26,0,33,England,Zimbabwe,1996/12/15
MA Ealham,26,0,40,England,West Indies,1998/04/08
VJ Wells,26,0,50,England,Sri Lanka,1999/02/03
NV Knight,26,0,35,England,Pakistan,1999/04/12
C White,26,0,64,England,Zimbabwe,2000/02/18
NV Knight,26,0,38,England,Zimbabwe,2000/02/20
ME Trescothick,26,0,36,England,South Africa,2000/10/10
JH Hampshire,25,1,41,England,Australia,1972/08/24
CM Old,25,1,24,England,Pakistan,1978/05/26
JM Brearley,25,1,25,England,West Indies,1980/01/20
IT Botham,25,1,13,England,India,1981/11/25
DW Randall,25,1,77,England,New Zealand,1984/02/22
NH Fairbrother,25,1,31,England,New Zealand,1988/03/12
DR Pringle,25,1,32,England,Australia,1989/05/27
IT Botham,25,1,11,England,Australia,1989/05/29
DA Reeve,25,1,14,England,South Africa,1992/03/22
G Boycott,25,0,38,England,Australia,1972/08/24
DL Amiss,25,0,65,England,Australia,1972/08/26
KWR Fletcher,25,0,39,England,New Zealand,1973/07/20
CM Old,25,0,23,England,Australia,1977/06/02
GD Barlow,25,0,29,England,Australia,1977/06/04
JM Brearley,25,0,63,England,West Indies,1979/11/28
DI Gower,25,0,31,England,Australia,1983/01/26
G Fowler,25,0,54,England,Pakistan,1984/03/26
G Fowler,25,0,62,England,West Indies,1984/06/02
DI Gower,25,0,34,England,India,1985/02/26
AJ Lamb,25,0,56,England,Australia,1985/06/01
IT Botham,25,0,31,England,Australia,1987/02/11
JE Emburey,25,0,27,England,India,1987/04/02
JE Emburey,25,0,44,England,Pakistan,1987/05/23
MW Gatting,25,0,23,England,West Indies,1987/10/09
MW Gatting,25,0,24,England,West Indies,1987/10/26
NH Fairbrother,25,0,36,England,Pakistan,1987/11/18
DJ Capel,25,0,17,England,Pakistan,1987/11/22
BC Broad,25,0,43,England,Australia,1988/02/04
DJ Capel,25,0,25,England,New Zealand,1988/03/19
W Larkins,25,0,31,England,Pakistan,1989/10/30
DI Gower,25,0,30,England,India,1990/07/20
MP Bicknell,25,0,25,England,Australia,1990/12/16
MA Atherton,25,0,46,England,West Indies,1991/05/27
AJ Lamb,25,0,16,England,New Zealand,1992/02/15
NH Fairbrother,25,0,28,England,Pakistan,1992/05/20
GA Gooch,25,0,48,England,Pakistan,1992/05/22
RJ Blakey,25,0,49,England,Pakistan,1992/08/22
CC Lewis,25,0,30,England,India,1993/03/01
RA Smith,25,0,41,England,Sri Lanka,1996/03/09
MA Atherton,25,0,39,England,Zimbabwe,1997/01/01
CJ Adams,25,0,47,England,South Africa,1998/05/21
AJ Stewart,25,0,48,England,Australia,1999/02/05
NH Fairbrother,25,0,38,England,Pakistan,1999/04/12
GA Hick,25,0,39,England,South Africa,2000/01/26
MA Ealham,25,0,33,England,South Africa,2000/01/26
A Flintoff,25,0,37,England,South Africa,2000/10/10
AW Greig,24,1,33,England,Australia,1972/08/28
AW Greig,24,1,29,England,India,1974/07/15
JE Emburey,24,1,14,England,Australia,1987/01/18
JE Emburey,24,1,16,England,West Indies,1987/10/26
RA Smith,24,1,35,England,Australia,1989/10/19
NH Fairbrother,24,1,29,England,Netherlands,1996/02/22
KWR Fletcher,24,0,47,England,Australia,1971/01/05
APE Knott,24,0,31,England,Australia,1971/01/05
MH Denness,24,0,37,England,India,1974/07/15
RGD Willis,24,0,37,England,Pakistan,1979/06/16
W Larkins,24,0,58,England,West Indies,1980/01/16
IT Botham,24,0,21,England,Australia,1981/06/06
DW Randall,24,0,25,England,India,1982/06/04
CJ Tavare,24,0,60,England,New Zealand,1983/01/15
NA Foster,24,0,38,England,West Indies,1984/05/31
VJ Marks,24,0,38,England,Australia,1985/02/17
RM Ellison,24,0,26,England,Australia,1985/03/24
MR Benson,24,0,58,England,New Zealand,1986/07/16
DI Gower,24,0,43,England,Pakistan,1987/05/23
IT Botham,24,0,39,England,Pakistan,1987/05/25
GA Gooch,24,0,50,England,New Zealand,1992/02/12
NH Fairbrother,24,0,34,England,India,1992/02/22
IT Botham,24,0,17,England,Pakistan,1992/08/20
AJ Stewart,24,0,30,England,New Zealand,1994/05/19
GA Hick,24,0,55,England,West Indies,1995/05/28
MP Maynard,24,0,35,England,Pakistan,1996/09/01
NV Knight,24,0,59,England,West Indies,1997/12/19
AJ Stewart,24,0,36,England,Sri Lanka,1999/01/11
GA Hick,24,0,33,England,Pakistan,1999/04/12
DL Maddy,24,0,40,England,Zimbabwe,2000/02/16
VS Solanki,24,0,35,England,Zimbabwe,2000/02/18
A Flintoff,24,0,28,England,Zimbabwe,2000/07/18
RW Taylor,23,1,48,England,New Zealand,1975/03/08
DL Bairstow,23,1,41,England,West Indies,1980/01/16
VJ Marks,23,1,30,England,New Zealand,1983/02/19
IT Botham,23,1,22,England,Pakistan,1987/01/07
DR Pringle,23,1,31,England,West Indies,1988/05/19
NH Fairbrother,23,1,31,England,New Zealand,1992/01/11
D Gough,23,1,24,England,Australia,1999/01/10
GA Hick,23,1,23,England,Zimbabwe,2000/07/13
GA Hick,23,1,19,England,Bangladesh,2000/10/05
GA Gooch,23,0,45,England,Australia,1979/01/24
GA Gooch,23,0,44,England,West Indies,1980/01/22
DI Gower,23,0,69,England,West Indies,1981/02/04
